VectorMagnet - Field Y,ic-,ic+,center-,center+,ic- from fit,ic+ from fit,rmse-,rmse+,#points in -fit,#points in +fit,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err
-0.3,-8.981465847467436e-07,8.665267329883045e-07,1.673074055719385e-05,1.6210537338662093e-05,-8.982139260446648e-07,8.664465095708889e-07,3.5796650999112417e-10,3.656408302782352e-10,37,37,2023/08/Data_0828/JS633-W2_Wsc@v3.1_Wsc=1.2um-E_WFS02-034.hdf5,-3.1767416473775944e-08,5.116964325083602e-10,1.7646604356155536e-06,5.116964325083602e-10,-0.0180019996100239,0.0002900157609381
-0.25,-1.1714306855948913e-06,1.1056045778213416e-06,7.003773757458518e-05,6.904697525264577e-05,-1.1717266049528967e-06,1.1060242805158467e-06,7.155616069916069e-10,6.049071628126945e-10,35,37,2023/08/Data_0828/JS633-W2_Wsc@v3.1_Wsc=1.2um-E_WFS02-036.hdf5,-6.570232443704998e-08,9.3698510608361e-10,2.2777508854687434e-06,9.3698510608361e-10,-0.0288452634817125,0.0004115352736237
-0.2,-1.5424877627758317e-06,1.4261157717127409e-06,0.0001177795320332,0.0001158982021821,-1.542454618816728e-06,1.4264574667243069e-06,5.341264724982454e-10,5.006633810471487e-10,37,37,2023/08/Data_0828/JS633-W2_Wsc@v3.1_Wsc=1.2um-E_WFS02-038.hdf5,-1.1599715209242113e-07,7.320894137637704e-10,2.968912085541035e-06,7.320894137637704e-10,-0.0390705917690663,0.0002467732121725
-0.15,-2.112220949306385e-06,1.919892505212286e-06,0.0001701152691872,0.0001667607720308,-2.112071658718677e-06,1.9198962511424867e-06,8.37599444214635e-10,7.98553458936153e-10,37,37,2023/08/Data_0828/JS633-W2_Wsc@v3.1_Wsc=1.2um-E_WFS02-040.hdf5,-1.9217540757619025e-07,1.1572642117198474e-09,4.031967909861163e-06,1.1572642117198474e-09,-0.0476629308249647,0.0002873480152301
-0.135,-2.354863303904986e-06,2.0903126311085925e-06,0.0003186310687459,0.0003146659087782,-2.354204421784279e-06,2.0906817424958863e-06,1.2334185149543055e-09,7.901412848722963e-10,45,45,2023/08/Data_0829/JS633-W2_Wsc@v3.1_Wsc=1.2um-E_WFS02-044.hdf5,-2.635226792883926e-07,1.464801857962956e-09,4.444886164280165e-06,1.464801857962956e-09,-0.0592867105137819,0.0003301263231213
-0.12,-2.6229414164844853e-06,2.267042487968285e-06,0.0003159415786738,0.0003109755767498,-2.621815730899053e-06,2.267055850260748e-06,1.4144144010359348e-09,6.863539820390594e-10,45,43,2023/08/Data_0829/JS633-W2_Wsc@v3.1_Wsc=1.2um-E_WFS02-044.hdf5,-3.547598806383051e-07,1.572148175751483e-09,4.888871581159801e-06,1.572148175751483e-09,-0.0725647779347365,0.0003224224452751
-0.105,-2.8978557435174854e-06,2.453785641779012e-06,0.0003093274540587,0.000302883131682,-2.88968474410641e-06,2.4523001143747943e-06,6.834667277794046e-09,2.57888643363014e-09,41,39,2023/08/Data_0829/JS633-W2_Wsc@v3.1_Wsc=1.2um-E_WFS02-044.hdf5,-4.373846297316157e-07,7.3050210154187955e-09,5.341984858481204e-06,7.3050210154187955e-09,-0.0818768007245849,0.0013720491629819
-0.09,-3.1680643274360294e-06,2.678976686976413e-06,0.0002954932736741,0.0002873433446625,-3.168990931550808e-06,2.680948624999253e-06,5.088072609551223e-09,3.3724295035023277e-09,33,33,2023/08/Data_0829/JS633-W2_Wsc@v3.1_Wsc=1.2um-E_WFS02-046.hdf5,-4.88042306551555e-07,6.104241446417265e-09,5.849939556550061e-06,6.104241446417265e-09,-0.0834268972924863,0.0010470958642638
-0.075,-3.461321461633853e-06,3.1051073862222988e-06,0.0003036219022468,0.000297704394845,-3.4586380263770884e-06,3.1032875376380496e-06,3.0190290415234354e-09,2.188767305046437e-09,35,33,2023/08/Data_0829/JS633-W2_Wsc@v3.1_Wsc=1.2um-E_WFS02-049.hdf5,-3.553504887390388e-07,3.728972870537161e-09,6.561925564015138e-06,3.728972870537161e-09,-0.0541533861169869,0.0005691068275806
-0.06,-3.654121346516632e-06,3.4850428275261207e-06,0.000225132059419,0.0002198318507493,-3.651080951290504e-06,3.4829311573124946e-06,2.7751374887251304e-09,2.1600486021830576e-09,35,37,2023/08/Data_0830/JS633-W2_Wsc@v3.1_Wsc=1.2um-E_WFS02-061.hdf5,-1.6814979397800946e-07,3.516702723449994e-09,7.134012108602999e-06,3.516702723449994e-09,-0.023570158196849,0.0004930857125706
-0.045,-3.856369544919951e-06,3.823544113246195e-06,0.0001182398145206,0.000112603313245,-3.854706362368094e-06,3.820893298015897e-06,3.834406662041209e-09,5.744074657936007e-09,35,35,2023/08/Data_0830/JS633-W2_Wsc@v3.1_Wsc=1.2um-E_WFS02-064.hdf5,-3.3813064352196684e-08,6.906306402546057e-09,7.675599660383991e-06,6.906306402546057e-09,-0.0044052667997675,0.0008997829122139
-0.03,-4.015698884475091e-06,4.026875883683397e-06,0.0001918737045211,0.0001865155650828,-4.011771987723111e-06,4.022663508711931e-06,5.2074372994223354e-09,4.7994989540016234e-09,43,43,2023/08/Data_0830/JS633-W2_Wsc@v3.1_Wsc=1.2um-E_WFS02-067.hdf5,1.0891520988820247e-08,7.0818495773969715e-09,8.034435496435041e-06,7.0818495773969715e-09,0.0013556050071785,0.0008814379165243
